term;category;occurrences;contexts;sourceFiles;sampleLocators;preferredTranslation;notes
icon of suppression;item_name;1;UI/system text;lang/item_names.json;root.items.tool_foci_dark_suppress.name_identified;;
icon of vengeance;item_name;1;UI/system text;lang/item_names.json;root.items.tool_foci_dark_vengeance.name_identified;;
icon of void rift;item_name;1;UI/system text;lang/item_names.json;root.items.tool_foci_dark_rift.name_identified;;
infected branch bow;item_name;2;UI/system text;lang/item_names.json;root.items.branch_bow_infected.name_identified | root.items.branch_bow_infected.name_unidentified;;
iron axe;item_name;2;UI/system text;lang/item_names.json;root.items.iron_axe.name_identified | root.items.iron_axe.name_unidentified;;
iron boots;item_name;3;UI/system text;lang/item_names.json;root.items.iron_boots.name_identified | root.items.iron_boots.name_unidentified | root.items.iron_boots_waterwalking.name_unidentified;;
iron boots of water walking;item_name;1;UI/system text;lang/item_names.json;root.items.iron_boots_waterwalking.name_identified;;
iron bracers;item_name;1;UI/system text;lang/item_names.json;root.items.bracers.name_identified;;
iron bracers of constitution;item_name;1;UI/system text;lang/item_names.json;root.items.bracers_constitution.name_identified;;
iron breastpiece;item_name;2;UI/system text;lang/item_names.json;root.items.iron_breastpiece.name_identified | root.items.iron_breastpiece.name_unidentified;;
iron dagger;item_name;2;UI/system text;lang/item_names.json;root.items.iron_dagger.name_identified | root.items.iron_dagger.name_unidentified;;
iron helm;item_name;2;UI/system text;lang/item_names.json;root.items.iron_helm.name_identified | root.items.iron_helm.name_unidentified;;
iron key;item_name;2;UI/system text;lang/item_names.json;root.items.key_iron.name_identified | root.items.key_iron.name_unidentified;;
iron knuckles;item_name;1;UI/system text;lang/item_names.json;root.items.iron_knuckles.name_identified;;
iron mace;item_name;2;UI/system text;lang/item_names.json;root.items.iron_mace.name_identified | root.items.iron_mace.name_unidentified;;
iron pauldrons;item_name;2;UI/system text;lang/item_names.json;root.items.iron_pauldrons.name_identified | root.items.iron_pauldrons.name_unidentified;;
iron shield;item_name;2;UI/system text;lang/item_names.json;root.items.iron_shield.name_identified | root.items.iron_shield.name_unidentified;;
iron spear;item_name;2;UI/system text;lang/item_names.json;root.items.iron_spear.name_identified | root.items.iron_spear.name_unidentified;;
iron sword;item_name;2;UI/system text;lang/item_names.json;root.items.iron_sword.name_identified | root.items.iron_sword.name_unidentified;;
jacinth;item_name;1;UI/system text;lang/item_names.json;root.items.gem_jacinth.name_identified;;
jade;item_name;1;UI/system text;lang/item_names.json;root.items.gem_jade.name_identified;;
jester hat;item_name;2;UI/system text;lang/item_names.json;root.items.hat_jester.name_identified | root.items.hat_jester.name_unidentified;;
jetstone;item_name;1;UI/system text;lang/item_names.json;root.items.gem_jetstone.name_identified;;
jewel;item_name;2;UI/system text;lang/item_names.json;root.items.gem_jewel.name_identified | root.items.gem_jewel.name_unidentified;;
key;item_name;1;UI/system text;lang/item_names.json;root.items.tool_skeletonkey.name_unidentified;;
Khryselakatos;item_name;1;UI/system text;lang/item_names.json;root.items.artifact_bow.name_identified;;
knuckles;item_name;3;UI/system text;lang/item_names.json;root.items.brass_knuckles.name_unidentified | root.items.iron_knuckles.name_unidentified | root.items.spiked_gauntlets.name_unidentified;;
lance;item_name;2;UI/system text;lang/item_names.json;root.items.lance_spear.name_identified | root.items.lance_spear.name_unidentified;;
lantern;item_name;2;UI/system text;lang/item_names.json;root.items.tool_lantern.name_identified | root.items.tool_lantern.name_unidentified;;
laurels;item_name;2;UI/system text;lang/item_names.json;root.items.hat_laurels.name_identified | root.items.hat_laurels.name_unidentified;;
leather apron;item_name;1;UI/system text;lang/item_names.json;root.items.machinist_apron.name_identified;;
leather boots;item_name;3;UI/system text;lang/item_names.json;root.items.leather_boots.name_identified | root.items.leather_boots.name_unidentified | root.items.leather_boots_speed.name_unidentified;;
leather boots of speed;item_name;1;UI/system text;lang/item_names.json;root.items.leather_boots_speed.name_identified;;
leather breastpiece;item_name;2;UI/system text;lang/item_names.json;root.items.leather_breastpiece.name_identified | root.items.leather_breastpiece.name_unidentified;;
leather gloves;item_name;1;UI/system text;lang/item_names.json;root.items.gloves.name_identified;;
leather gloves of dexterity;item_name;1;UI/system text;lang/item_names.json;root.items.gloves_dexterity.name_identified;;
leather helm;item_name;2;UI/system text;lang/item_names.json;root.items.leather_helm.name_identified | root.items.leather_helm.name_unidentified;;
loafers;item_name;2;UI/system text;lang/item_names.json;root.items.loafers.name_identified | root.items.loafers.name_unidentified;;
lockpick;item_name;2;UI/system text;lang/item_names.json;root.items.tool_lockpick.name_identified | root.items.tool_lockpick.name_unidentified;;
longbow;item_name;2;UI/system text;lang/item_names.json;root.items.longbow.name_identified | root.items.longbow.name_unidentified;;
luckstone;item_name;1;UI/system text;lang/item_names.json;root.items.gem_luck.name_identified;;
lute;item_name;2;UI/system text;lang/item_names.json;root.items.instrument_lute.name_identified | root.items.instrument_lute.name_unidentified;;
lyre;item_name;2;UI/system text;lang/item_names.json;root.items.instrument_lyre.name_identified | root.items.instrument_lyre.name_unidentified;;
machine key;item_name;2;UI/system text;lang/item_names.json;root.items.key_machine.name_identified | root.items.key_machine.name_unidentified;;
magic axe;item_name;1;UI/system text;lang/item_names.json;root.items.artifact_axe.name_unidentified;;
magic bow;item_name;1;UI/system text;lang/item_names.json;root.items.artifact_bow.name_unidentified;;
magic mace;item_name;1;UI/system text;lang/item_names.json;root.items.artifact_mace.name_unidentified;;
magic scrap;item_name;1;UI/system text;lang/item_names.json;root.items.tool_magic_scrap.name_identified;;
magic spear;item_name;1;UI/system text;lang/item_names.json;root.items.artifact_spear.name_unidentified;;
magic sword;item_name;1;UI/system text;lang/item_names.json;root.items.artifact_sword.name_unidentified;;
magicstaff;item_name;15;UI/system text;lang/item_names.json;root.items.magicstaff_light.name_unidentified | root.items.magicstaff_digging.name_unidentified | root.items.magicstaff_locking.name_unidentified | root.items.magicstaff_magicmissile.name_unidentified | root.items.magicstaff_opening.name_unidentified;;
magicstaff of bloodletting;item_name;1;UI/system text;lang/item_names.json;root.items.magicstaff_bleed.name_identified;;
magicstaff of charm monster;item_name;1;UI/system text;lang/item_names.json;root.items.magicstaff_charm.name_identified;;
magicstaff of cold;item_name;1;UI/system text;lang/item_names.json;root.items.magicstaff_cold.name_identified;;
magicstaff of conjure skeleton;item_name;1;UI/system text;lang/item_names.json;root.items.magicstaff_summon.name_identified;;
magicstaff of digging;item_name;1;UI/system text;lang/item_names.json;root.items.magicstaff_digging.name_identified;;
magicstaff of fire;item_name;1;UI/system text;lang/item_names.json;root.items.magicstaff_fire.name_identified;;
magicstaff of light;item_name;1;UI/system text;lang/item_names.json;root.items.magicstaff_light.name_identified;;
magicstaff of lightning;item_name;1;UI/system text;lang/item_names.json;root.items.magicstaff_lightning.name_identified;;
magicstaff of locking;item_name;1;UI/system text;lang/item_names.json;root.items.magicstaff_locking.name_identified;;
magicstaff of magic missile;item_name;1;UI/system text;lang/item_names.json;root.items.magicstaff_magicmissile.name_identified;;
magicstaff of opening;item_name;1;UI/system text;lang/item_names.json;root.items.magicstaff_opening.name_identified;;
magicstaff of poison;item_name;1;UI/system text;lang/item_names.json;root.items.magicstaff_poison.name_identified;;
magicstaff of sleep;item_name;1;UI/system text;lang/item_names.json;root.items.magicstaff_sleep.name_identified;;
magicstaff of slow;item_name;1;UI/system text;lang/item_names.json;root.items.magicstaff_slow.name_identified;;
magicstaff of stoneblood;item_name;1;UI/system text;lang/item_names.json;root.items.magicstaff_stoneblood.name_identified;;
magus' headdress;item_name;2;UI/system text;lang/item_names.json;root.items.hat_headdress.name_identified | root.items.hat_headdress.name_unidentified;;
marigold;item_name;2;UI/system text;lang/item_names.json;root.items.mask_marigold.name_identified | root.items.mask_marigold.name_unidentified;;
masquerade mask;item_name;2;UI/system text;lang/item_names.json;root.items.mask_masquerade.name_identified | root.items.mask_masquerade.name_unidentified;;
meat;item_name;2;UI/system text;lang/item_names.json;root.items.food_meat.name_identified | root.items.food_meat.name_unidentified;;
metal scrap;item_name;1;UI/system text;lang/item_names.json;root.items.tool_metal_scrap.name_identified;;
mining helmet;item_name;2;UI/system text;lang/item_names.json;root.items.helm_mining.name_identified | root.items.helm_mining.name_unidentified;;
mirror;item_name;2;UI/system text;lang/item_names.json;root.items.tool_mirror.name_identified | root.items.tool_mirror.name_unidentified;;
mirror shield;item_name;2;UI/system text;lang/item_names.json;root.items.mirror_shield.name_identified | root.items.mirror_shield.name_unidentified;;
monk robe;item_name;2;UI/system text;lang/item_names.json;root.items.robe_monk.name_identified | root.items.robe_monk.name_unidentified;;
monocle;item_name;2;UI/system text;lang/item_names.json;root.items.monocle.name_identified | root.items.monocle.name_unidentified;;
mouth knife;item_name;2;UI/system text;lang/item_names.json;root.items.mask_mouthknife.name_identified | root.items.mask_mouthknife.name_unidentified;;
mushroom slice;item_name;2;UI/system text;lang/item_names.json;root.items.food_shroom.name_identified | root.items.food_shroom.name_unidentified;;
noisemaker;item_name;2;UI/system text;lang/item_names.json;root.items.tool_decoy.name_identified | root.items.tool_decoy.name_unidentified;;
nut;item_name;2;UI/system text;lang/item_names.json;root.items.food_nut.name_identified | root.items.food_nut.name_unidentified;;
obsidian;item_name;1;UI/system text;lang/item_names.json;root.items.gem_obsidian.name_identified;;
opal;item_name;1;UI/system text;lang/item_names.json;root.items.gem_opal.name_identified;;
Oracle's Treads;item_name;1;UI/system text;lang/item_names.json;root.items.artifact_boots.name_identified;;
pair of glasses;item_name;2;UI/system text;lang/item_names.json;root.items.tool_glasses.name_identified | root.items.tool_glasses.name_unidentified;;
Parashu;item_name;1;UI/system text;lang/item_names.json;root.items.artifact_axe.name_identified;;
phantom mask;item_name;2;UI/system text;lang/item_names.json;root.items.mask_phantom.name_identified | root.items.mask_phantom.name_unidentified;;
phrygian hat;item_name;2;UI/system text;lang/item_names.json;root.items.hat_phrygian.name_identified | root.items.hat_phrygian.name_unidentified;;
pickaxe;item_name;2;UI/system text;lang/item_names.json;root.items.tool_pickaxe.name_identified | root.items.tool_pickaxe.name_unidentified;;
piece of mail;item_name;1;UI/system text;lang/item_names.json;root.items.scroll_mail.name_identified;;
piece of worthless glass;item_name;1;UI/system text;lang/item_names.json;root.items.gem_glass.name_identified;;
pipe;item_name;2;UI/system text;lang/item_names.json;root.items.mask_pipe.name_identified | root.items.mask_pipe.name_unidentified;;
plague mask;item_name;2;UI/system text;lang/item_names.json;root.items.mask_plague.name_identified | root.items.mask_plague.name_unidentified;;
plumed cap;item_name;2;UI/system text;lang/item_names.json;root.items.hat_plumed_cap.name_identified | root.items.hat_plumed_cap.name_unidentified;;
potion;item_name;18;UI/system text;lang/item_names.json;root.items.potion_water.name_unidentified | root.items.potion_booze.name_unidentified | root.items.potion_juice.name_unidentified | root.items.potion_sickness.name_unidentified | root.items.potion_confusion.name_unidentified;;
potion of acid;item_name;1;UI/system text;lang/item_names.json;root.items.potion_acid.name_identified;;
potion of blindness;item_name;1;UI/system text;lang/item_names.json;root.items.potion_blindness.name_identified;;
potion of confusion;item_name;1;UI/system text;lang/item_names.json;root.items.potion_confusion.name_identified;;
potion of cure ailment;item_name;1;UI/system text;lang/item_names.json;root.items.potion_cureailment.name_identified;;
potion of extra healing;item_name;1;UI/system text;lang/item_names.json;root.items.potion_extrahealing.name_identified;;
potion of firestorm;item_name;1;UI/system text;lang/item_names.json;root.items.potion_firestorm.name_identified;;
potion of healing;item_name;1;UI/system text;lang/item_names.json;root.items.potion_healing.name_identified;;
potion of icestorm;item_name;1;UI/system text;lang/item_names.json;root.items.potion_icestorm.name_identified;;
potion of invisibility;item_name;1;UI/system text;lang/item_names.json;root.items.potion_invisibility.name_identified;;
potion of levitation;item_name;1;UI/system text;lang/item_names.json;root.items.potion_levitation.name_identified;;
potion of paralysis;item_name;1;UI/system text;lang/item_names.json;root.items.potion_paralysis.name_identified;;
potion of polymorph;item_name;1;UI/system text;lang/item_names.json;root.items.potion_polymorph.name_identified;;
potion of restore magic;item_name;1;UI/system text;lang/item_names.json;root.items.potion_restoremagic.name_identified;;
potion of sickness;item_name;1;UI/system text;lang/item_names.json;root.items.potion_sickness.name_identified;;
potion of speed;item_name;1;UI/system text;lang/item_names.json;root.items.potion_speed.name_identified;;
potion of strength;item_name;1;UI/system text;lang/item_names.json;root.items.potion_strength.name_identified;;
potion of thunderstorm;item_name;1;UI/system text;lang/item_names.json;root.items.potion_thunderstorm.name_identified;;
priestly miter;item_name;2;UI/system text;lang/item_names.json;root.items.hat_miter.name_identified | root.items.hat_miter.name_unidentified;;
purple mystic orb;item_name;2;UI/system text;lang/item_names.json;root.items.artifact_orb_purple.name_identified | root.items.artifact_orb_purple.name_unidentified;;
quarter staff;item_name;2;UI/system text;lang/item_names.json;root.items.quarterstaff.name_identified | root.items.quarterstaff.name_unidentified;;
quilted boots;item_name;2;UI/system text;lang/item_names.json;root.items.quilted_boots.name_identified | root.items.quilted_boots.name_unidentified;;
quilted cap;item_name;2;UI/system text;lang/item_names.json;root.items.quilted_cap.name_identified | root.items.quilted_cap.name_unidentified;;
quilted gambeson;item_name;2;UI/system text;lang/item_names.json;root.items.quilted_gambeson.name_identified | root.items.quilted_gambeson.name_unidentified;;
quilted gloves;item_name;2;UI/system text;lang/item_names.json;root.items.quilted_gloves.name_identified | root.items.quilted_gloves.name_unidentified;;
quiver;item_name;9;UI/system text;lang/item_names.json;root.items.quiver_silver.name_unidentified | root.items.quiver_pierce.name_unidentified | root.items.quiver_lightweight.name_unidentified | root.items.quiver_fire.name_unidentified | root.items.quiver_heavy.name_unidentified;;
quiver of blackiron ammo;item_name;1;UI/system text;lang/item_names.json;root.items.quiver_blackiron.name_identified;;
quiver of bone ammo;item_name;1;UI/system text;lang/item_names.json;root.items.quiver_bone.name_identified;;
quiver of crystal ammo;item_name;1;UI/system text;lang/item_names.json;root.items.quiver_crystal.name_identified;;
quiver of fire ammo;item_name;1;UI/system text;lang/item_names.json;root.items.quiver_fire.name_identified;;
quiver of hunting ammo;item_name;1;UI/system text;lang/item_names.json;root.items.quiver_hunting.name_identified;;
quiver of piercing ammo;item_name;1;UI/system text;lang/item_names.json;root.items.quiver_pierce.name_identified;;
quiver of silver ammo;item_name;1;UI/system text;lang/item_names.json;root.items.quiver_silver.name_identified;;
quiver of springshot ammo;item_name;1;UI/system text;lang/item_names.json;root.items.quiver_heavy.name_identified;;
quiver of swift ammo;item_name;1;UI/system text;lang/item_names.json;root.items.quiver_lightweight.name_identified;;
rapier;item_name;2;UI/system text;lang/item_names.json;root.items.rapier.name_identified | root.items.rapier.name_unidentified;;
ration;item_name;8;UI/system text;lang/item_names.json;root.items.food_ration.name_identified | root.items.food_ration.name_unidentified | root.items.food_ration_spicy.name_unidentified | root.items.food_ration_sour.name_unidentified | root.items.food_ration_bitter.name_unidentified;;
readable book;item_name;1;UI/system text;lang/item_names.json;root.items.readable_book.name_unidentified;;
red hood;item_name;2;UI/system text;lang/item_names.json;root.items.hat_hood_red.name_identified | root.items.hat_hood_red.name_unidentified;;
red mystic orb;item_name;2;UI/system text;lang/item_names.json;root.items.artifact_orb_red.name_identified | root.items.artifact_orb_red.name_unidentified;;
ring;item_name;13;UI/system text;lang/item_names.json;root.items.ring_adornment.name_unidentified | root.items.ring_slowdigestion.name_unidentified | root.items.ring_protection.name_unidentified | root.items.ring_warning.name_unidentified | root.items.ring_strength.name_unidentified;;
ring of adornment;item_name;1;UI/system text;lang/item_names.json;root.items.ring_adornment.name_identified;;
ring of conflict;item_name;1;UI/system text;lang/item_names.json;root.items.ring_conflict.name_identified;;
ring of constitution;item_name;1;UI/system text;lang/item_names.json;root.items.ring_constitution.name_identified;;
ring of invisibility;item_name;1;UI/system text;lang/item_names.json;root.items.ring_invisibility.name_identified;;
ring of levitation;item_name;1;UI/system text;lang/item_names.json;root.items.ring_levitation.name_identified;;
ring of magic resistance;item_name;1;UI/system text;lang/item_names.json;root.items.ring_magicresistance.name_identified;;
ring of might;item_name;1;UI/system text;lang/item_names.json;root.items.ring_strength.name_identified;;
ring of protection;item_name;1;UI/system text;lang/item_names.json;root.items.ring_protection.name_identified;;
ring of regeneration;item_name;1;UI/system text;lang/item_names.json;root.items.ring_regeneration.name_identified;;
ring of resolve;item_name;1;UI/system text;lang/item_names.json;root.items.ring_resolve.name_identified;;
ring of slow digestion;item_name;1;UI/system text;lang/item_names.json;root.items.ring_slowdigestion.name_identified;;
ring of teleportation;item_name;1;UI/system text;lang/item_names.json;root.items.ring_teleportation.name_identified;;
ring of warning;item_name;1;UI/system text;lang/item_names.json;root.items.ring_warning.name_identified;;
rock;item_name;3;UI/system text;lang/item_names.json;root.items.gem_rock.name_identified | root.items.gem_rock.name_unidentified | root.items.gem_luck.name_unidentified;;
rose;item_name;2;UI/system text;lang/item_names.json;root.items.mask_mouth_rose.name_identified | root.items.mask_mouth_rose.name_unidentified;;
ruby;item_name;1;UI/system text;lang/item_names.json;root.items.gem_ruby.name_identified;;
sapphire;item_name;1;UI/system text;lang/item_names.json;root.items.gem_sapphire.name_identified;;
scepter;item_name;1;UI/system text;lang/item_names.json;root.items.magicstaff_scepter.name_unidentified;;
scrap;item_name;2;UI/system text;lang/item_names.json;root.items.tool_metal_scrap.name_unidentified | root.items.tool_magic_scrap.name_unidentified;;
scroll;item_name;15;UI/system text;lang/item_names.json;root.items.scroll_identify.name_unidentified | root.items.scroll_light.name_unidentified | root.items.scroll_blank.name_unidentified | root.items.scroll_enchantweapon.name_unidentified | root.items.scroll_enchantarmor.name_unidentified;;
scroll of charging;item_name;1;UI/system text;lang/item_names.json;root.items.scroll_charging.name_identified;;
scroll of conjure arrow;item_name;1;UI/system text;lang/item_names.json;root.items.scroll_conjurearrow.name_identified;;
scroll of destroy armor;item_name;1;UI/system text;lang/item_names.json;root.items.scroll_destroyarmor.name_identified;;
scroll of enchant armor;item_name;1;UI/system text;lang/item_names.json;root.items.scroll_enchantarmor.name_identified;;
scroll of enchant weapon;item_name;1;UI/system text;lang/item_names.json;root.items.scroll_enchantweapon.name_identified;;
scroll of fire;item_name;1;UI/system text;lang/item_names.json;root.items.scroll_fire.name_identified;;
scroll of food;item_name;1;UI/system text;lang/item_names.json;root.items.scroll_food.name_identified;;
scroll of identify;item_name;1;UI/system text;lang/item_names.json;root.items.scroll_identify.name_identified;;
scroll of light;item_name;1;UI/system text;lang/item_names.json;root.items.scroll_light.name_identified;;
scroll of magic mapping;item_name;1;UI/system text;lang/item_names.json;root.items.scroll_magicmapping.name_identified;;
scroll of remove curse;item_name;1;UI/system text;lang/item_names.json;root.items.scroll_removecurse.name_identified;;
scroll of repair;item_name;1;UI/system text;lang/item_names.json;root.items.scroll_repair.name_identified;;
scroll of summon;item_name;1;UI/system text;lang/item_names.json;root.items.scroll_summon.name_identified;;
scroll of teleportation;item_name;1;UI/system text;lang/item_names.json;root.items.scroll_teleportation.name_identified;;
scutum;item_name;2;UI/system text;lang/item_names.json;root.items.scutum.name_identified | root.items.scutum.name_unidentified;;
sentry bot;item_name;2;UI/system text;lang/item_names.json;root.items.tool_sentrybot.name_identified | root.items.tool_sentrybot.name_unidentified;;
shaman mask;item_name;2;UI/system text;lang/item_names.json;root.items.mask_shaman.name_identified | root.items.mask_shaman.name_unidentified;;
Sharur;item_name;1;UI/system text;lang/item_names.json;root.items.artifact_mace.name_identified;;
shawl;item_name;2;UI/system text;lang/item_names.json;root.items.shawl.name_identified | root.items.shawl.name_unidentified;;
shillelagh;item_name;2;UI/system text;lang/item_names.json;root.items.shillelagh_mace.name_identified | root.items.shillelagh_mace.name_unidentified;;
shortbow;item_name;2;UI/system text;lang/item_names.json;root.items.shortbow.name_identified | root.items.shortbow.name_unidentified;;
silken bow;item_name;2;UI/system text;lang/item_names.json;root.items.hat_silken_bow.name_identified | root.items.hat_silken_bow.name_unidentified;;
silver axe;item_name;2;UI/system text;lang/item_names.json;root.items.silver_axe.name_identified | root.items.silver_axe.name_unidentified;;
silver boots;item_name;2;UI/system text;lang/item_names.json;root.items.silver_boots.name_identified | root.items.silver_boots.name_unidentified;;
silver breastpiece;item_name;2;UI/system text;lang/item_names.json;root.items.silver_breastpiece.name_identified | root.items.silver_breastpiece.name_unidentified;;
silver cloak;item_name;2;UI/system text;lang/item_names.json;root.items.cloak_silver.name_identified | root.items.cloak_silver.name_unidentified;;
silver doublet;item_name;2;UI/system text;lang/item_names.json;root.items.silver_doublet.name_identified | root.items.silver_doublet.name_unidentified;;
silver gauntlets;item_name;2;UI/system text;lang/item_names.json;root.items.silver_gauntlets.name_identified | root.items.silver_gauntlets.name_unidentified;;
silver glaive;item_name;2;UI/system text;lang/item_names.json;root.items.silver_glaive.name_identified | root.items.silver_glaive.name_unidentified;;
silver helm;item_name;2;UI/system text;lang/item_names.json;root.items.silver_helm.name_identified | root.items.silver_helm.name_unidentified;;
silver hood;item_name;2;UI/system text;lang/item_names.json;root.items.hat_hood_silver.name_identified | root.items.hat_hood_silver.name_unidentified;;
silver key;item_name;2;UI/system text;lang/item_names.json;root.items.key_silver.name_identified | root.items.key_silver.name_unidentified;;
silver mace;item_name;2;UI/system text;lang/item_names.json;root.items.silver_mace.name_identified | root.items.silver_mace.name_unidentified;;
silver plumbata;item_name;2;UI/system text;lang/item_names.json;root.items.silver_plumbata.name_identified | root.items.silver_plumbata.name_unidentified;;
silver shield;item_name;2;UI/system text;lang/item_names.json;root.items.silver_shield.name_identified | root.items.silver_shield.name_unidentified;;
silver sword;item_name;2;UI/system text;lang/item_names.json;root.items.silver_sword.name_identified | root.items.silver_sword.name_unidentified;;
skeleton key;item_name;1;UI/system text;lang/item_names.json;root.items.tool_skeletonkey.name_identified;;
sleep trap;item_name;1;UI/system text;lang/item_names.json;root.items.tool_sleep_bomb.name_identified;;
slingshot;item_name;2;UI/system text;lang/item_names.json;root.items.sling.name_identified | root.items.sling.name_unidentified;;
slop ball;item_name;2;UI/system text;lang/item_names.json;root.items.slop_ball.name_identified | root.items.slop_ball.name_unidentified;;
sour ration;item_name;1;UI/system text;lang/item_names.json;root.items.food_ration_sour.name_identified;;
spell;item_name;2;UI/system text;lang/item_names.json;root.items.spell_item.name_identified | root.items.spell_item.name_unidentified;;
spellbook;item_name;127;UI/system text;lang/item_names.json;root.items.spellbook_forcebolt.name_unidentified | root.items.spellbook_magicmissile.name_unidentified | root.items.spellbook_cold.name_unidentified | root.items.spellbook_fireball.name_unidentified | root.items.spellbook_light.name_unidentified;;
spellbook of 10;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_10.name_identified;;
spellbook of 9;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_9.name_identified;;
spellbook of absorb magic;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_absorb_magic.name_identified;;
spellbook of abundance;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_abundance.name_identified;;
spellbook of alter arrow;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_alter_arrow.name_identified;;
spellbook of arcane mark;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_shadow_tag.name_identified;;
spellbook of arthropod form;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_spider_form.name_identified;;
spellbook of attract items;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_attract_items.name_identified;;
spellbook of blessed meals;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_bless_food.name_identified;;
spellbook of blood ward;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_blood_ward.name_identified;;
spellbook of blood waves;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_blood_waves.name_identified;;
spellbook of bloodletting;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_bleed.name_identified;;
spellbook of charm monster;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_charm.name_identified;;
spellbook of cleanse food;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_cleanse_food.name_identified;;
spellbook of cold;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_cold.name_identified;;
spellbook of compel;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_command.name_identified;;
spellbook of confuse;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_confuse.name_identified;;
spellbook of conjure skeleton;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_summon.name_identified;;
spellbook of counsel;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_prof_counsel.name_identified;;
spellbook of cowardice;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_cowardice.name_identified;;
spellbook of cure ailment;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_cureailment.name_identified;;
spellbook of curse flesh;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_curse_flesh.name_identified;;
spellbook of dash;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_dash.name_identified;;
spellbook of deep shade;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_deep_shade.name_identified;;
spellbook of defy flesh;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_defy_flesh.name_identified;;
spellbook of detect enemy;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_detect_enemy.name_identified;;
spellbook of detect food;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_detect_food.name_identified;;
spellbook of dig;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_dig.name_identified;;
spellbook of disarm;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_disarm.name_identified;;
spellbook of disrupt earth;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_disrupt_earth.name_identified;;
spellbook of divine fortress;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_sanctuary.name_identified;;
spellbook of divine guard;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_divine_guard.name_identified;;
spellbook of divine zeal;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_divine_zeal.name_identified;;
spellbook of dominate;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_dominate.name_identified;;
spellbook of donation;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_donation.name_identified;;
spellbook of drain soul;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_drain_soul.name_identified;;
spellbook of elemental focus;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_amplify_magic.name_identified;;
spellbook of envenom weapon;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_envenom_weapon.name_identified;;
spellbook of exorcise;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_turn_undead.name_identified;;
spellbook of extra healing;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_extrahealing.name_identified;;
spellbook of fear;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_fear.name_identified;;
spellbook of fire wall;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_fire_wall.name_identified;;
spellbook of fireball;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_fireball.name_identified;;
spellbook of flame cloak;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_flame_cloak.name_identified;;
spellbook of flutter;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_flutter.name_identified;;
spellbook of forcebolt;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_forcebolt.name_identified;;
spellbook of forge key;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_forge_key.name_identified;;
spellbook of grease spray;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_grease_spray.name_identified;;
spellbook of greater might;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_prof_greater_might.name_identified;;
spellbook of guard body;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_guard_body.name_identified;;
spellbook of guard spirit;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_guard_spirit.name_identified;;
spellbook of healing;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_healing.name_identified;;
